,id,step_id,vendor,playbook_name,playbook_description,step_names,step_types,step_description,actuator
488,p489,s5704,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",reports,artifact, reports,
488,p489,s5705,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",cleans Fix,action,Advanced Regex cleans Fix,Advanced Regex
488,p489,s5706,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",issues Title,artifact, issues Title,
488,p489,s5707,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",extracts Reports,loop, extracts Reports,
488,p489,s5708,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",extracts Patch Title from Key,pattern_match, extracts Patch Title from Key,
488,p489,s5709,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",issues Updated,artifact, issues Updated,
488,p489,s5710,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",dailys Sync,trigger,Timers dailys Sync,Timers
488,p489,s5711,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",encodes Creation Report,action,Base64 encodes Creation Report,Base64
488,p489,s5712,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",issues Summary,artifact, issues Summary,
488,p489,s5713,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",retrieves Report,action,Storage retrieves Report,Storage
488,p489,s5714,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",updates or Create?,automated_decision, updates or Create?,
488,p489,s5715,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",ticketkeys,artifact, ticketkeys,
488,p489,s5716,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",searchs for Existing Issue,action,Jira searchs for Existing Issue,Jira
488,p489,s5717,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",gets Assets Scanned in the Last 30 Days,action,Rapid7 InsightVM gets Assets Scanned in the Last 30 Days,Rapid7 InsightVM
488,p489,s5718,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",issues Created,artifact, issues Created,
488,p489,s5719,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",updates Remediation Issue,action,Jira updates Remediation Issue,Jira
488,p489,s5720,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",extracts IDs,loop, extracts IDs,
488,p489,s5721,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",stores Creation Report,action,Storage stores Creation Report,Storage
488,p489,s5722,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",stores Update Report,action,Storage stores Update Report,Storage
488,p489,s5723,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",tops 25 Remediations,action,Rapid7 InsightVM tops 25 Remediations,Rapid7 InsightVM
488,p489,s5724,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",extractions Step,pattern_match, extractions Step,
488,p489,s5725,Rapid7,Create Solution-Based Tickets with Jira from InsightVM,"This workflow checks assets scanned in the last 30 days. For each of the 25 assets with the highest vulnerability score, it creates one solution-based issue in Jira per vulnerability found. These tickets list the asset(s) affected. If there is already an issue open for a given remediation, the workflow updates the existing issue with a current list of impacted assets.",existings Ticket Identifier,artifact, existings Ticket Identifier,
490,p491,s5754,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",tickets Updated,artifact, tickets Updated,
490,p491,s5761,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",dailys Trigger,trigger,Timers dailys Trigger,Timers
490,p491,s5763,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",tickets Details,artifact, tickets Details,
490,p491,s5766,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",creates Remediation Ticket,action,ServiceNow creates Remediation Ticket,ServiceNow
490,p491,s5768,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",tickets Update,artifact, tickets Update,
490,p491,s5769,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",tickets Summary,artifact, tickets Summary,
490,p491,s5770,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",tickets Created,artifact, tickets Created,
490,p491,s5771,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",updates Remediation Ticket,action,ServiceNow updates Remediation Ticket,ServiceNow
490,p491,s5772,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",tickets Title,artifact, tickets Title,
490,p491,s5776,Rapid7,Create Solution-Based Tickets with ServiceNow from InsightVM,"This workflow creates solution-based tickets in ServiceNow for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",searchs For Existing Ticket,action,ServiceNow searchs For Existing Ticket,ServiceNow
491,p492,s5791,Rapid7,Create Solution-Based Tickets with Zendesk from InsightVM,"This workflow creates solution-based tickets in Zendesk for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",updates Remediation Ticket,action,Zendesk updates Remediation Ticket,Zendesk
491,p492,s5793,Rapid7,Create Solution-Based Tickets with Zendesk from InsightVM,"This workflow creates solution-based tickets in Zendesk for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",searchs For Existing Ticket,action,Zendesk searchs For Existing Ticket,Zendesk
491,p492,s5798,Rapid7,Create Solution-Based Tickets with Zendesk from InsightVM,"This workflow creates solution-based tickets in Zendesk for each of the top 25 remediations in InsightVM.  If there is already a ticket open for a given remediation, the workflow updates the existing ticket with a current list of impacted assets.",creates Remediation Ticket,action,Zendesk creates Remediation Ticket,Zendesk
492,p493,s5802,Rapid7,Create_Incidents_from_InsightVM's_Top_Remediations,This workflow will get the top remediations from InsightVM and create a BMC Remedy ITSM Incident for each one. The Incident will have details on the affected endpoints as well as the fix and risk score.,timers,trigger,Timers timers,Timers
492,p493,s5803,Rapid7,Create_Incidents_from_InsightVM's_Top_Remediations,This workflow will get the top remediations from InsightVM and create a BMC Remedy ITSM Incident for each one. The Incident will have details on the affected endpoints as well as the fix and risk score.,tops Remediations Artifact,artifact, tops Remediations Artifact,
492,p493,s5804,Rapid7,Create_Incidents_from_InsightVM's_Top_Remediations,This workflow will get the top remediations from InsightVM and create a BMC Remedy ITSM Incident for each one. The Incident will have details on the affected endpoints as well as the fix and risk score.,builds Notes String,action,Python 3 Script builds Notes String,Python 3 Script
492,p493,s5806,Rapid7,Create_Incidents_from_InsightVM's_Top_Remediations,This workflow will get the top remediations from InsightVM and create a BMC Remedy ITSM Incident for each one. The Incident will have details on the affected endpoints as well as the fix and risk score.,tops Remediations,action,Rapid7 InsightVM tops Remediations,Rapid7 InsightVM
492,p493,s5807,Rapid7,Create_Incidents_from_InsightVM's_Top_Remediations,This workflow will get the top remediations from InsightVM and create a BMC Remedy ITSM Incident for each one. The Incident will have details on the affected endpoints as well as the fix and risk score.,creates BMC Incident,action,BMC Remedy ITSM creates BMC Incident,BMC Remedy ITSM
492,p493,s5808,Rapid7,Create_Incidents_from_InsightVM's_Top_Remediations,This workflow will get the top remediations from InsightVM and create a BMC Remedy ITSM Incident for each one. The Incident will have details on the affected endpoints as well as the fix and risk score.,remediationss Loop,loop, remediationss Loop,
493,p494,s5809,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,assets Details Message,action,Microsoft Teams assets Details Message,Microsoft Teams
493,p494,s5810,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,deletes Asset Trigger,trigger,Microsoft Teams deletes Asset Trigger,Microsoft Teams
493,p494,s5811,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,deletes IDs,loop, deletes IDs,
493,p494,s5812,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,converts to Int,action,Type Converter converts to Int,Type Converter
493,p494,s5813,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,commands Received,artifact, commands Received,
493,p494,s5814,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,wass Delete Successful?,automated_decision, wass Delete Successful?,
493,p494,s5815,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,wass Get Asset Successful,automated_decision, wass Get Asset Successful,
493,p494,s5816,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,workflows Complete Delete,action,Microsoft Teams workflows Complete Delete,Microsoft Teams
493,p494,s5817,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,gets Asset Details,loop, gets Asset Details,
493,p494,s5818,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,deletes or Confirm,automated_decision, deletes or Confirm,
493,p494,s5819,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,deletes Unsuccessful,action,Microsoft Teams deletes Unsuccessful,Microsoft Teams
493,p494,s5820,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,workflows Complete Please Confirm,action,Microsoft Teams workflows Complete Please Confirm,Microsoft Teams
493,p494,s5821,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,gets Asset,action,Rapid7 InsightVM gets Asset,Rapid7 InsightVM
493,p494,s5822,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,workflows Starting Message,action,Microsoft Teams workflows Starting Message,Microsoft Teams
493,p494,s5823,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,deletes Asset,action,Rapid7 InsightVM deletes Asset,Rapid7 InsightVM
493,p494,s5824,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,ids to Get,artifact, ids to Get,
493,p494,s5825,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,deletes Artifact,artifact, deletes Artifact,
493,p494,s5826,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,detailss Failed Message,action,Microsoft Teams detailss Failed Message,Microsoft Teams
493,p494,s5827,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,deletes Successful Message,action,Microsoft Teams deletes Successful Message,Microsoft Teams
493,p494,s5828,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,extracts IDs,pattern_match, extracts IDs,
493,p494,s5829,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,ids to Int,action,Type Converter ids to Int,Type Converter
493,p494,s5830,Rapid7,Delete Assets with InsightVM from Microsoft Teams,Delete assets from InsightVM using a command from [Microsoft Teams](https://docs.rapid7.com/insightconnect/microsoft-teams/).,splits on Command,action,String Operations splits on Command,String Operations
494,p495,s5832,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,deletes Successful,action_chatops, deletes Successful,
494,p495,s5833,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,slacks Delete Trigger,trigger, slacks Delete Trigger,
494,p495,s5834,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,skippings Asset Message,action_chatops, skippings Asset Message,
494,p495,s5837,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,deletes Asset Loop,loop, deletes Asset Loop,
494,p495,s5838,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,fails Message Could Not Delete Asset,action_chatops, fails Message Could Not Delete Asset,
494,p495,s5840,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,ids to Delete,artifact, ids to Delete,
494,p495,s5841,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,ares you sure,decision_chatops, ares you sure,
494,p495,s5842,Rapid7,Delete Assets with InsightVM from Slack,Delete assets from InsightVM using a command from Slack.,workflows Complete,action_chatops, workflows Complete,
495,p496,s5846,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",weres There Inactive Assets,automated_decision, weres There Inactive Assets,
495,p496,s5847,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",gets Asset by ID,action,Rapid7 InsightVM gets Asset by ID,Rapid7 InsightVM
495,p496,s5848,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",hostnames List,artifact, hostnames List,
495,p496,s5849,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",posts Inactive Assets to Slack,decision_chatops, posts Inactive Assets to Slack,
495,p496,s5850,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",nos Inactive Assets Found Message,action_chatops, nos Inactive Assets Found Message,
495,p496,s5851,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",deletes Inactive Assets Trigger,trigger, deletes Inactive Assets Trigger,
495,p496,s5852,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",inactives Assets Deleted Markdown,artifact, inactives Assets Deleted Markdown,
495,p496,s5853,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",deletes Assets,loop, deletes Assets,
495,p496,s5854,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",inactives Assets Deleted Message,action_chatops, inactives Assets Deleted Message,
495,p496,s5855,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",gets Inactive Assets,action,Rapid7 InsightVM gets Inactive Assets,Rapid7 InsightVM
495,p496,s5856,Rapid7,Delete Inactive Assets with InsightVM from Slack,"Quickly look up inactive assets in Rapid7 InsightVM using Slack, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Slack channels.",gets Hostnames,loop, gets Hostnames,
496,p497,s5858,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",posts Inactive Assets to Teams,action,Microsoft Teams posts Inactive Assets to Teams,Microsoft Teams
496,p497,s5860,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",nots Deleted,action,Microsoft Teams nots Deleted,Microsoft Teams
496,p497,s5862,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",gets Asset by ID,action,Rapid7 InsightVM Console gets Asset by ID,Rapid7 InsightVM Console
496,p497,s5865,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",deletes Inactive Assets,human_decision, deletes Inactive Assets,
496,p497,s5866,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",deletes Inactive Assets Trigger,trigger,Microsoft Teams deletes Inactive Assets Trigger,Microsoft Teams
496,p497,s5867,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",inactives Assets Deleted Message,action,Microsoft Teams inactives Assets Deleted Message,Microsoft Teams
496,p497,s5869,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",nos Inactive Assets Found Message,action,Microsoft Teams nos Inactive Assets Found Message,Microsoft Teams
496,p497,s5870,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",gets Inactive Assets,action,Rapid7 InsightVM Console gets Inactive Assets,Rapid7 InsightVM Console
496,p497,s5872,Rapid7,Delete Inactive Assets with InsightVM from Teams,"Quickly look up inactive assets in Rapid7 InsightVM using teams, and make a decision to delete them. This workflow helps teams maintain a clean and accurate count of assets in their environment through shared Microsoft Teams channels.",deletes Asset,action,Rapid7 InsightVM Console deletes Asset,Rapid7 InsightVM Console
497,p498,s5873,Rapid7,Delete Recently Disabled Assets in AD from InsightVM,"This workflow finds and optionally deletes assets in InsightVM that have been disabled in Active Directory. The workflow searches Active Directory for computer accounts that have been disabled in the previous 30 hours, looks up the DNS Hostname of each newly disabled asset, and searches for that hostname in InsightVM. If the user-defined parameter `Delete Assets from IVM?` is true, it then proceeds to delete the assets from InsightVM.",deletes the Asset,action,Rapid7 InsightVM deletes the Asset,Rapid7 InsightVM
497,p498,s5875,Rapid7,Delete Recently Disabled Assets in AD from InsightVM,"This workflow finds and optionally deletes assets in InsightVM that have been disabled in Active Directory. The workflow searches Active Directory for computer accounts that have been disabled in the previous 30 hours, looks up the DNS Hostname of each newly disabled asset, and searches for that hostname in InsightVM. If the user-defined parameter `Delete Assets from IVM?` is true, it then proceeds to delete the assets from InsightVM.",deleteds Report,artifact, deleteds Report,
497,p498,s5876,Rapid7,Delete Recently Disabled Assets in AD from InsightVM,"This workflow finds and optionally deletes assets in InsightVM that have been disabled in Active Directory. The workflow searches Active Directory for computer accounts that have been disabled in the previous 30 hours, looks up the DNS Hostname of each newly disabled asset, and searches for that hostname in InsightVM. If the user-defined parameter `Delete Assets from IVM?` is true, it then proceeds to delete the assets from InsightVM.",nos Assets Report,artifact, nos Assets Report,
497,p498,s5877,Rapid7,Delete Recently Disabled Assets in AD from InsightVM,"This workflow finds and optionally deletes assets in InsightVM that have been disabled in Active Directory. The workflow searches Active Directory for computer accounts that have been disabled in the previous 30 hours, looks up the DNS Hostname of each newly disabled asset, and searches for that hostname in InsightVM. If the user-defined parameter `Delete Assets from IVM?` is true, it then proceeds to delete the assets from InsightVM.",deletes Assets?,automated_decision, deletes Assets?,
497,p498,s5878,Rapid7,Delete Recently Disabled Assets in AD from InsightVM,"This workflow finds and optionally deletes assets in InsightVM that have been disabled in Active Directory. The workflow searches Active Directory for computer accounts that have been disabled in the previous 30 hours, looks up the DNS Hostname of each newly disabled asset, and searches for that hostname in InsightVM. If the user-defined parameter `Delete Assets from IVM?` is true, it then proceeds to delete the assets from InsightVM.",triggers,trigger,Timers triggers,Timers
