index,id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names
5,p199,Tines,Analyze files with VMRay,"Submit files for analysis to the VMRay Sandbox. After completing the analysis, screenshots will be downloaded to facilitate quick decision-making. With Microsoft Office files, any identified macros will be extracted and made available for analysis.","['VMRay', 'Sandbox', 'Macro', 'Malware', 'File', 'Intermediate', 'Microsoft', 'Slack', 'MicrosoftTeams', 'Analyze']",30,"['', '', '', '', '', '', '', '', '', '', '', '', '', '=submit_file.body.data.submissions', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::SendToStoryAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::GroupAgent', 'Agents::GroupAgent']","['Get Deep Analysis', 'Malicious', 'Attachment KnownGood', 'Get Analyzer Report', 'Build Malicious Results', 'Scan Complete', 'Attachment Not KnownGood', 'Delay', 'Search for hash in VMRay', 'Error', 'Scan Running', 'Clean', 'Clean', 'Explode Submissions', 'Check Status', 'Hash Not Found', 'Delay', 'Hash Found', 'Receive File', 'Get Analyzer Report', 'Set Counter', 'Configure Jobrule', 'Submit File', 'Check if KnownGood', 'Get Hash', 'Build Known Good Results', 'Build Clean Results', 'Build Error Results', 'Extract Macros', 'Get Screenshots']"
6,p200,Tines,Analyze IOCs in Pulsedive,"Submit IOCs, analyze them in Pulsedive, and email a report of the results.","['Pulsedive', 'IOCs', 'Domain', 'IP', 'URL', 'Threats', 'Orchestrate', 'Intermediate']",17,"['', '', '', '=SPLIT(combine_iocs.data, "","")', '', '', '', '', '', '', '', '', '', '', '', '=explode_iocs.guid', '']","['Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EmailAgent']","['Receive Data', 'Search Indicators in Pulsedive', 'Extract IOCs', 'Explode IOCs', 'IOC Seen', 'Combine IOCs', 'IOCs Present', 'Scan an Indicator in Pulsedive', 'IOC Not Seen', 'Build Verdict', 'Build Verdict', 'Get an Indicator Scan in Pulsedive', 'Failed Search', 'Build Verdict', 'Delay', 'Implode Results', 'Email Results']"
7,p201,Tines,Analyze suspicious files with Any.run,"Analyze suspicious files with Any.Run and receive an email with a summary of results, including a link to the full report once complete.","['AnyRun', 'Intermediate', 'Investigate', '']",15,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::WebhookAgent', 'Agents::EmailAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EmailAgent', 'Agents::TriggerAgent', 'Agents::EmailAgent']","['Submit File to Any.Run for Analysis', 'Trigger Successful Submission', 'Form', 'Email Analysis Results', 'Delay', 'Retrieve detailed report of a recent any.run analysis by TaskId', 'Analysis Complete', 'Analysis Not Complete', 'Increment Counter', 'Counter Less Than 10', 'Delay Event', 'Counter Greater than 10', 'Send Error Email', 'Trigger unsuccessful Submission', 'Email Error']"
8,p202,Tines,Analyze suspicious URLs with Any.run,"Analyze suspicious URLs with Any.Run and receive an email with a summary of results, including a link to the full report once complete.","['AnyRun', 'Intermediate', 'Analyze', 'Investigate', '']",15,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::TriggerAgent', 'Agents::WebhookAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EmailAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EmailAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EmailAgent']","['Trigger Successful Submission', 'Form', 'Wait for analysis', 'Scan a URL in the any.run Sandbox', 'Email Analysis Results', 'Retrieve detailed report of a recent any.run analysis by TaskId', 'Analysis Complete', 'Analysis Not Complete', 'Increment Counter', 'Counter Less Than 10', 'Delay Event', 'Send Error Email', 'Counter Greater Than 10', 'Trigger Unsuccessful Submission', 'Email Error']"
9,p203,Tines,Analyze URLS for fraud and abuse,"Mitigate fraud risk by extracting URL images found on a public page, e.g. a Pinterest board, and analyzing each one for fraud and abuse using the OCR API. Then create a Zendesk ticket where an analyst can automatically flag content deemed as malicious.","['Zendesk', 'Fraud', 'Abuse', 'Pinterest', 'Analyze', 'Beginner']",9,"['', '', '', '', '=extract_images.urls', '', '=explode_image_urls.guid', '', '']","['Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EmailAgent']","['OCR an Image using OCR.Space', 'Webhook Agent', 'Get URL', 'Extract Images', 'Explode Image URLs', 'Create a Zendesk Ticket', 'Implode Images', 'Trigger if Remove Content Clicked', 'Email Action']"
10,p204,Tines,Analyze URLs in URLScan,"Extract domains from URLs, search for IOCs and leaked credentials within URLScan, and compile a list of known good domains with this Story.","['URLScan', 'Share', 'Hunt', 'IOCs', 'Threats', 'Analyze', 'Extract', 'Intermediate']",15,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::WebhookAgent', 'Agents::SendToStoryAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent']","['Receive URL', 'Analyze URL', 'Extract Domain from URL', 'Check if Domain is Known Good', 'Domain Known Good', 'Domain Not Known Good', 'Build KnownGood Results', 'Build Scan Results', 'Submit URL Privately', 'Delay Event', 'Retrieve URLScan Result', 'Download Screenshot', 'Successful Submit', 'Failed Submit', 'Build Error Results']"
11,p205,Tines,Backup Tines Stories to GitHub,"The Story features a form that can be used to routinely export and backup Tines Stories to GitHub. Individual Stories can be backed up by using their Story ID, or the argument 'all' for Story ID will backup all Stories that can be accessed.","['Intermediate', 'Internal', 'GitHub', 'Backup']",18,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '=get_stories.body.stories', '']","['Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::SendToStoryAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent']","['Get Story', 'Receive STS', 'Send to Story Agent', 'Check for All Stories', 'Check for Single Story', 'Get Github Repository Contents', 'File Path Exists', 'Explode Stories', ""File Path Doesn't Exist"", 'Commit Github File', 'Commit Github README File', 'Exit STS', 'Commit Github File', 'Commit Github README File', 'Set File Path and Commit Message', 'Get Stories', 'Explode Stories', 'Export Story']"
12,p206,Tines,Cleanup inactive users in AWS IAM,Search for inactive or unused AWS IAM users and create a Jira ticket with all of the important details if any are found. Prompts enable the deactivation and reactivation of an account if required.,"['AWS', 'Jira', 'Intermediate', 'Identify', 'Compliance']",44,"['', '=compile_users.array_of_users', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent']","['Get IAM Users in AWS', 'Explode Users', 'Account Has Never Been Used', 'Compile Users', 'More Pages', 'All Users Retrieved', 'Compile Users', 'Get IAM Users in AWS', 'Only 1 User', 'More Than 1 user', 'Build User Array', 'Build User Array', 'Created Over 30 Days Ago', '30 Days Since Last Account use', 'Account Has Been Used', 'Create Issue in Jira', 'List User Tags', 'Attach DenyAll Policy to User', 'Deactivate User', 'Normalize Date', 'Normalize Date', 'Add Reactivate Comment', 'Detach DenyAll Policy to User', 'Reactivate User', 'Set Jira Description', 'Set Jira Description', 'Generate Service Use Report', 'Get Service Last Accessed Details', 'Get Last Authenticated and Service', 'Update Jira Ticket Description', 'Get Service Job Completed', 'Get Service Job Not Completed', 'Delay', 'Set Most Recent Login', 'Index Counter', 'Compare Times', 'Current Index More Recent', 'Index Counter', 'Set Most Recent Login', 'More Logins', 'No More Logins', 'Current Index Not More Recent', 'Index Counter', 'Update Jira Comment']"
13,p207,Tines,Create GitHub Issues from Elastic SIEM alerts,"For each Elastic SIEM alert, create a GitHub Issue to triage and handle incidents. When used with detection-as-code, pull requests can be opened referencing GitHub Issues for rule tuning.","['Elastic', 'Github', 'SIEM', 'DetectionasCode', 'Tuning', 'Intermediate', '']",6,"['', '', '', '=parse_json.alerts', '', '']","['Agents::EventTransformationAgent', 'Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent']","['Parse JSON', 'Receive Alerts', 'Create GitHub Issue', 'Explode Alerts', 'Isolate Host in Elastic Fleet', 'Check for Isolate Response']"
14,p208,Tines,Create Jira issues via Slack,"This Story allows users to create Jira issues directly in Slack using a slash command. Once configured, the slash command will pop up a modal for users to add information to be included in the Jira ticket.","['Slack', 'Beginner', 'Jira']",7,"['', '', '', '', '', '', '']","['Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent']","['Webhook Action', 'Create Modal', 'submit_ticket', 'Modal Response', 'Parse Response', 'Create Issue in Jira', 'Submit a Ticket']"
15,p209,Tines,Create & manage incident comms via Slack,"This Story allows teams to create and manage incident communication directly through Slack. It can create Slack channels for communications, and sync conversation backups to a Jira ticket for long-term preservation.","['Slack', 'Jira', 'Chatbots', 'CaseManagement', 'Advanced']",57,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '=get_members.body.members', '', '=explode_members.guid', '', '', '', '', '']","['Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent']","['Receive Commands', 'Create Incident Channel in Slack', 'Add Users to Incident Channel in Slack', 'Create Modal', 'Modal Response', 'Incident Slack Command Found', 'Parse Response', 'Create New Incident', 'Existing Incident', 'Create Issue in Jira', 'Add Issue Comment in Jira', 'Update Incident Slack Channel Topic', 'Backup Slack Command Found', 'Post Backup Notification to Channel', 'Extract Ticket ID', 'Add Chat Logs as Jira Comment', 'Archive Slack Command Found', 'Verify Incident Channel', 'Post Archive Notification to Channel', 'Archive Timer', 'Deduplicate Events', 'Cancel Archive', 'If Archive Cancelled', 'If Archive Proceeding', 'Post Archive Cancellation Notification to Channel', 'Post Archive Proceeding Notification to Channel', 'Extract Ticket ID', 'Add Issue Comment in Jira', 'Archive Channel', 'Trigger if Executive Channel Needed', 'Create Executive Comms Channel in Slack', 'Update Executive Slack Channel Topic', 'Add Users to Executive Comms Channel in Slack', 'Create Incident Tines Resource', 'Generate Backup Info', 'Add ID to Resource', 'Update Backup Time', 'Get Members', 'Upload Conversation to Jira', 'Get Attachment Content', 'No File Exists', 'Add Conversation File ID to Resource', 'File Exists', 'Remove Attachment in Jira', 'Get Attachment in Jira', 'Upload Conversation to Jira', 'Update Conversation File ID in Resource', 'Add ID to Resource', 'Create Executive Comms Tines Resource', 'Explode Members', 'Get User Details', 'Implode Members', 'Get Channel History', 'Build Conversation', 'Delay for Backup', 'Delete a Incident Resource', 'Get Resource ID']"
16,p210,Tines,Create new Azure AD users via a form,"Pull in information from a Tines Form to create a new user in Microsoft Azure Active Directory (Azure AD), and add the user to a specified security group.","['AzureAD', 'Identify', 'UserAccess', 'IdentityandAccessManagement', 'Jira', 'Intermediate']",10,"['', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent']","['Create user in Azure AD', 'Receive new Azure AD user information', 'Create issue in Jira with tables', 'Create group in Azure AD', 'Add user group in Azure AD', 'Send card to user', 'Start conversation with User', 'Fetch Team Roster', 'Get member information', 'Wait 5 seconds']"
17,p211,Tines,Create new Azure AD users via a form copy,"Pull in information from a Tines Form to create a new user in Microsoft Azure Active Directory (Azure AD), and add the user to a specified security group.","['AzureAD', 'Identify', 'UserAccess', 'IdentityandAccessManagement', 'Jira', 'Intermediate']",10,"['', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent']","['Create user in Azure AD', 'Receive new Azure AD user information', 'Create issue in Jira with tables', 'Create group in Azure AD', 'Add user group in Azure AD', 'Send card to user', 'Start conversation with User', 'Fetch Team Roster', 'Get member information', 'Wait 5 seconds']"
18,p212,Tines,Create new Azure AD users via a form,"Pull in information from a Tines Form to create a new user in Microsoft Azure Active Directory (Azure AD), and add the user to a specified security group.","['AzureAD', 'Identify', 'UserAccess', 'IdentityandAccessManagement', 'Jira', 'Intermediate']",10,"['', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent']","['Create user in Azure AD', 'Receive new Azure AD user information', 'Create issue in Jira with tables', 'Create group in Azure AD', 'Add user group in Azure AD', 'Send card to user', 'Start conversation with User', 'Fetch Team Roster', 'Get member information', 'Wait 5 seconds']"
19,p213,Tines,"Create, update & store an email distribution list in Tines",This Story uses a form to create and manage an email distribution list in Tines. The distribution list is stored as a Tines Resource.,"['Email', 'Intermediate']",14,"['', '', '', '=obtain_tines_resources.resource', '=STORY_RUN_GUID()', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::WebhookAgent', 'Agents::EventTransformationAgent', 'Agents::GroupAgent', 'Agents::TriggerAgent']","['Create an Array Global Resource in Tines', 'Update a Global Resource in Tines', 'Check if new Resource needs to be created', 'Explode Global Resources', 'Implode', 'NameMatch', 'obtainID', 'Check if Resource already exists', 'Get a Global Resource', 'SaveID', 'Receive data from form', 'Extract Email Addresses Using Regex', 'Obtain Tines Resources', 'NameNotMatch']"
20,p214,Tines,Crowdsource suspicious logins and suspend accounts,"Retrieve, deduplicate, and enrich alerts from a SIEM, then contact a user via Slack or email to check if they performed an unusual activity. If it appears suspicious, create an incident in PagerDuty and suspend the user's account with this Story.","['GreyNoise', 'SIEM', 'SuspiciousLogin', 'Deduplicate', 'Enrich', 'Slack', 'PagerDuty', 'Jira', 'OneLogin', 'CaseManagement', 'Intermediate']",15,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EmailAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent']","['Lock User Account in OneLogin', 'Trigger if Prompt Clicked - Legit', 'Update Jira Ticket', 'Close Ticket', 'Search Slack Users by Email', 'Webhook Agent', 'Create Issue in Jira', 'Send Slack Message by DM', 'Trigger if Prompt Clicked - Compromised', 'Create an Incident in PagerDuty', 'Update Jira Ticket', 'Send User Email', 'Deduplicate Events for One Day', 'Quick Check IP in GreyNoise', 'Lookup IP in IP-API']"
21,p215,Tines,Delete an email from a specified user's mailbox,Connect to the Microsoft Office 365 API to delete an email from the specified user's mailbox using the provided mail ID.,"['Microsoft', 'Delete', 'Email', 'Spam', 'Intermediate']",4,"['', '', '', '']","['Agents::WebhookAgent', 'Agents::EventTransformationAgent', 'Agents::SendToStoryAgent', 'Agents::HTTPRequestAgent']","['Receive Mail Details', 'Build Results', 'Delete Mail Test', 'Delete a Message by Message ID using MSGraph for Office365']"
22,p216,Tines,Determine severity of LimaCharlie detections and triage,Apply an open-source set of detection rules to endpoints under LimaCharlie and use Tines to automate the triaging of alerts being generated by these rules.,"['LimaCharlie', 'Jira', 'Slack', 'Detect', 'Triage', 'Alerts', 'Respond', 'Notify', 'Intermediate']",21,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::WebhookAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent']","['LimaCharlie Sensor events', 'Sensor Level High', 'Sensor Level Medium', 'Sensor Level Low', 'Create Issue in Jira', 'Post Message to a Slack Channel', 'LimaCharlie High', 'LimaCharlie Medium', 'LimaCharlie Low', 'Isolate Sensor in LimaCharlie', 'Create Issue in Jira', 'Add Issue Comment in Jira', 'Isolate Sensor', 'Do Not Isolate Sensor', 'Update Jira to Done', 'Create Issue in Jira', 'Trigger if Field has Hash', 'Search for File Hash in VirusTotal', 'Trigger if Field Matches Null Regex', 'Add Issue Comment in Jira', 'Create Issue in Jira']"
23,p217,Tines,Distribute decision making using ChatOps,Utilize ChatOps to reach out to individuals via Slack and get feedback on alerts or changes made in your organization.,"['Slack', 'ChatOps', 'Beginner', 'Share', 'Prompt', 'DecisionMaking', 'Crowdsource']",12,"['', '', '', '', '', '', '', '', '', '', '', '']","['Agents::WebhookAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::SendToStoryAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent']","['Receive STS', 'Catch Prompt', 'Delay Event', 'No Response', 'Deduplicate Events', 'Send Slack Prompt', 'Format Slack Message', 'Format Return', 'Format Return', 'Search Slack Users By Email', 'Send Slack Message By DM', 'If Response']"
24,p218,Tines,Export recent Okta logs to AWS S3,"Stay on top of what happens inside your operating system. Access and ingest Okta logs from the past 90 days, and store system events and user activity in AWS S3 with this Story. ","['AWS', 'Okta', 'Logs', 'Access', 'Intermediate']",11,"['', '', '', '', '', '', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent']","['Get Okta Logs', 'Extract Next', 'If More Logs', 'Get Okta Logs', 'Add an Object to an S3 Bucket', 'Delay Event', 'Extract After', 'If Next', 'Add an Object to an S3 Bucket', 'No Next', 'No More Logs']"
25,p219,Tines,Fetch & manage Microsoft Defender alerts,A beginner Story that fetches Microsoft Defender alerts and creates a Jira ticket for each of them.,"['Microsoft', 'Beginner', 'Jira', 'Alert']",5,"['=get_defender_detections.body.value', '', '', '', '']","['Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent', 'Agents::EventTransformationAgent', 'Agents::HTTPRequestAgent']","['Explode Individual Detections', 'Deduplicate Events', 'Get Defender Detections', 'Build Detection', 'Create Issue in Jira']"
26,p220,Tines,Filter Hunters alerts by risk level and create cases via Slack,"Streamline your response to Hunters alerts by categorizing them as high, medium, or low risk, notifying specific users via Slack, and creating cases in Jira with this Story.","['Slack', 'Jira', 'Hunters', 'Chatbots', 'Risk', 'Alerts', 'Beginner']",9,"['', '', '', '=get_leads.body.results', '', '', '', '', '']","['Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::TriggerAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent']","['Get Leads Example', 'Get Leads', 'High Risk', 'Explode Leads', 'Medium Risk', 'Low Risk', 'Post Message to a Slack Channel', 'Create Jira ticket for Hunters Lead', 'Create Jira']"
27,p221,Tines,Generate a Tines Story visual,"Using a Tines Story export, create a DOT graph representation of the workflow for documentation, compliance, and sharing purposes.","['Administrative', 'Visualization', 'Graph', 'Compliance', 'Beginner']",4,"['', '', '', '']","['Agents::WebhookAgent', 'Agents::EventTransformationAgent', 'Agents::EventTransformationAgent', 'Agents::EmailAgent']","['Receive Form', 'Create Graph', 'Unpack Story', 'Email Graph']"
28,p222,Tines,Generate new vulnerability scan reports,"Submit requests for new scan reports via a simple Tines form. The form then generates a new report in Qualys, and this Story sends the results in an attachment via email to the submitter.","['Report', 'Qualys', 'Beginner', 'Orchestrate']",13,"['', '', '', '', '', '', '', '', '', '', '', '', '']","['Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::TriggerAgent', 'Agents::HTTPRequestAgent', 'Agents::HTTPRequestAgent', 'Agents::WebhookAgent', 'Agents::EventTransformationAgent', 'Agents::TriggerAgent', 'Agents::TriggerAgent', 'Agents::EmailAgent', 'Agents::EmailAgent', 'Agents::HTTPRequestAgent']","['Delay for 2 minutes', 'Trigger if Running', 'Download Saved Report', 'Trigger if Finished', 'Run Report in Qualys', 'Query Qualys Report', 'Receive Form', 'Increment Counter', 'Counter Less Than 15', 'Counter More Than 15', 'Email Report Failed', 'Email Report', 'Attach report email in o365']"
