id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names,step_id,step_description
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Delete Threat,s3488, Delete Threat
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Delete Campaign,s3489, Delete Campaign
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Tags,s3490, Get Tags
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Create Indicator,s3491, Create Indicator
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Start Clean,s3492, Start Clean
p51,Demisto,test-ThreatConnect,no description,[],44,,title,Main Test   indicators,s3493, Main Test   indicators
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Create Incident,s3494, Create Incident
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Update Indicator (1),s3495, Update Indicator (1)
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Update Indicator (2),s3496, Update Indicator (2)
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Associate Indicator To Incident,s3497, Associate Indicator To Incident
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Remove Indicator Tag,s3498, Remove Indicator Tag
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Add temp Tag,s3499, Add temp Tag
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Delete Test Indicator,s3500, Delete Test Indicator
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Indicator,s3501, Get Indicator
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Fetch Incidents,s3502, Fetch Incidents
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Indicators of Incident,s3503, Get Indicators of Incident
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Indicators with Tag,s3504, Get Indicators with Tag
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Indicators with limit,s3505, Get Indicators with limit
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Delete Incident,s3506, Delete Incident
p51,Demisto,test-ThreatConnect,no description,[],44,,title,Group Actions,s3507, Group Actions
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Groups,s3508, Get Groups
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Indicator types,s3509, Get Indicator types
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Create Event Group,s3510, Create Event Group
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Associate Group Attribute,s3511, Associate Group Attribute
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Add Security Label,s3512, Add Security Label
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Add Group tag,s3513, Add Group tag
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Associate Indicator,s3514, Associate Indicator
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Delete Group,s3515, Delete Group
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Group,s3518, Get Group
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Group Tags,s3519, Get Group Tags
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get group indicators,s3520, Get group indicators
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Associate Group to Group,s3521, Associate Group to Group
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get associated groups,s3522, Get associated groups
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Group Security Labels,s3523, Get Group Security Labels
p51,Demisto,test-ThreatConnect,no description,[],44,,regular,Get Group Attribute,s3524, Get Group Attribute
p51,Demisto,test-ThreatConnect,no description,[],44,,condition,Is all tasks finished?,s3525, Is all tasks finished?
p52,Demisto,TruSTAR Test,no description,[],15,TruSTAR,regular,Trending Indicators,s3527,TruSTAR Trending Indicators
p52,Demisto,TruSTAR Test,no description,[],15,TruSTAR,regular,Search Indicators with the term http,s3529,TruSTAR Search Indicators with the term http
p52,Demisto,TruSTAR Test,no description,[],15,TruSTAR,regular,Get correlated reports of a URL indicator,s3530,TruSTAR Get correlated reports of a URL indicator
p52,Demisto,TruSTAR Test,no description,[],15,TruSTAR,regular,Search for URL using url,s3532,TruSTAR Search for URL using url
p52,Demisto,TruSTAR Test,no description,[],15,TruSTAR,regular,Search for Domain using domain,s3533,TruSTAR Search for Domain using domain
p52,Demisto,TruSTAR Test,no description,[],15,TruSTAR,regular,Search for File using file,s3534,TruSTAR Search for File using file
p52,Demisto,TruSTAR Test,no description,[],15,TruSTAR,regular,Search for IP using ip,s3535,TruSTAR Search for IP using ip
p53,Demisto,Vectra-test,no description,[],9,Vectra,regular,vectra detections,s3542,Vectra vectra detections
p53,Demisto,Vectra-test,no description,[],9,Vectra,regular,vectra hosts,s3543,Vectra vectra hosts
p53,Demisto,Vectra-test,no description,[],9,Vectra,regular,vectra settings,s3544,Vectra vectra settings
p53,Demisto,Vectra-test,no description,[],9,Vectra,regular,vectra triage,s3545,Vectra vectra triage
p53,Demisto,Vectra-test,no description,[],9,Vectra,regular,vectra sensors,s3546,Vectra vectra sensors
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Get ATP list alerts,s3551, Get ATP list alerts
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,condition,Assert an alert was fetched,s3552, Assert an alert was fetched
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,condition,Assert right machine was fetched,s3553, Assert right machine was fetched
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,condition,Assert machine was fetched and isolated,s3555, Assert machine was fetched and isolated
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Isolate machine,s3556, Isolate machine
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Unisolate machine,s3557, Unisolate machine
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Get machines by health status,s3559, Get machines by health status
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,condition,Assert isolation doesn't exist,s3560, Assert isolation doesn't exist
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Create alert with time as name,s3561, Create alert with time as name
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,condition,Assert alert created,s3562, Assert alert created
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Advance query,s3563, Advance query
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,condition,Assert query results,s3564, Assert query results
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Wait for isolation to complete,s3565, Wait for isolation to complete
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Wait before starting isolation,s3566, Wait before starting isolation
p54,Demisto,Test - Windows Defender Advanced Threat Protection,no description,[],19,,regular,Get machine related to file,s3567, Get machine related to file
p55,Demisto,WordTokenizeTest,"Test for WordTokenize automation, automation is toversion 4.5.9.",[],8,,regular,Word Tokenizer,s3571, Word Tokenizer
p55,Demisto,WordTokenizeTest,"Test for WordTokenize automation, automation is toversion 4.5.9.",[],8,,regular,Hash words,s3573, Hash words
p55,Demisto,WordTokenizeTest,"Test for WordTokenize automation, automation is toversion 4.5.9.",[],8,,condition,Validate context,s3574, Validate context
p56,Demisto,Zendesk test,no description,[],9,,regular,List agents,s3579, List agents
p56,Demisto,Zendesk test,no description,[],9,,condition,Verify output,s3580, Verify output
p56,Demisto,Zendesk test,no description,[],9,,regular,List tickets,s3581, List tickets
p56,Demisto,Zendesk test,no description,[],9,,regular,Get ticket,s3583, Get ticket
p57,Demisto,PhishingIncident,no description,[],0,,,,s3586,nan nan
p58,Demisto,TestNozomiPlaybook,no description,[],13,,regular,nozomi find assets,s3589, nozomi find assets
p58,Demisto,TestNozomiPlaybook,no description,[],13,,regular,nozomi close incidents as security,s3591, nozomi close incidents as security
p58,Demisto,TestNozomiPlaybook,no description,[],13,,regular,nozomi close incidents as change,s3593, nozomi close incidents as change
p58,Demisto,TestNozomiPlaybook,no description,[],13,,regular,nozomi query,s3595, nozomi query
p58,Demisto,TestNozomiPlaybook,no description,[],13,,regular,nozomi find ip by mac,s3597, nozomi find ip by mac
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin search topology,s3602, tufin search topology
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin search topology image,s3604, tufin search topology image
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin object resolve,s3605, tufin object resolve
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin policy search,s3607, tufin policy search
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin get zone for ip,s3609, tufin get zone for ip
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin submit change request,s3611, tufin submit change request
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin search devices,s3613, tufin search devices
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin get change info,s3615, tufin get change info
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin search applications,s3617, tufin search applications
p59,Demisto,Tufin-Test,no description,[],22,,regular,tufin search application connections,s3619, tufin search application connections
p1,Catalyst,Malware,no description,[],5,,input,Do you have the file or the hash?,s3622, Do you have the file or the hash?
p1,Catalyst,Malware,no description,[],5,,input,Please enter the hash,s3623, Please enter the hash
p1,Catalyst,Malware,no description,[],5,,input,Upload the malware,s3624, Upload the malware
p1,Catalyst,Malware,no description,[],5,hash.sha1,automation,Hash the malware,s3625,hash.sha1 Hash the malware
p1,Catalyst,Malware,no description,[],5,vt.hash,automation,Send hash to VirusTotal,s3626,vt.hash Send hash to VirusTotal
p2,Catalyst,Phishing,no description,[],7,,input,Board Involvement?,s3627, Board Involvement?
p2,Catalyst,Phishing,no description,[],7,,task,Escalate to CISO,s3628, Escalate to CISO
p2,Catalyst,Phishing,no description,[],7,,input,Mail available,s3629, Mail available
p2,Catalyst,Phishing,no description,[],7,,task,Search email gateway,s3630, Search email gateway
p2,Catalyst,Phishing,no description,[],7,,task,Block sender,s3631, Block sender
p2,Catalyst,Phishing,no description,[],7,,input,Extract IOCs,s3632, Extract IOCs
p2,Catalyst,Phishing,no description,[],7,,task,Block IOCs,s3633, Block IOCs
p3,Catalyst,Simple,no description,[],4,,input,Enter something to hash,s3634, Enter something to hash
p3,Catalyst,Simple,no description,[],4,hash.sha1,automation,Hash the something,s3635,hash.sha1 Hash the something
p3,Catalyst,Simple,no description,[],4,comment,automation,Comment the hash,s3636,comment Comment the hash
p3,Catalyst,Simple,no description,[],4,,task,You can close this case now,s3637, You can close this case now
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,StartEvent,Receive threat/traffic,s3638, Receive threat/traffic
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,Gateway,,s3639,
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,Activity,Email Watch Floor,s3640, Email Watch Floor
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,Event,End,s3641, End
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,Activity,Parse threat alert,s3642, Parse threat alert
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,Activity,Parse traffic alert,s3643, Parse traffic alert
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,Activity,Format subject line,s3644, Format subject line
p1,IACD,Firewall Alert Threat Traffic,no description,[],8,,Activity,Format WHOIS information,s3645, Format WHOIS information
p2,IACD,Firewall Alert Generic,no description,[],22,,StartEvent,Receive Alert,s3646, Receive Alert
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Extract Alert,s3647, Extract Alert
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Send text response,s3648, Send text response
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Update Case,s3649, Update Case
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Parse generic alert,s3650, Parse generic alert
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Set internal and external addresses,s3651, Set internal and external addresses
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Extract DNS domain,s3652, Extract DNS domain
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Lookup source in SIEM,s3653, Lookup source in SIEM
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Lookup username from SIEM,s3654, Lookup username from SIEM
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Lookup IP information,s3655, Lookup IP information
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Lookup domain information,s3656, Lookup domain information
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Query directory for user information,s3657, Query directory for user information
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Submit IP reputation,s3658, Submit IP reputation
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Submit domain reputation,s3659, Submit domain reputation
p2,IACD,Firewall Alert Generic,no description,[],22,,Activity,Lookup WHOIS,s3660, Lookup WHOIS
p2,IACD,Firewall Alert Generic,no description,[],22,,Gateway,DNS Request,s3662, DNS Request
p2,IACD,Firewall Alert Generic,no description,[],22,,Gateway,Unknown URL threat alert,s3663, Unknown URL threat alert
p2,IACD,Firewall Alert Generic,no description,[],22,,Event,Threats and traffic,s3665, Threats and traffic
p2,IACD,Firewall Alert Generic,no description,[],22,,Event,Unkonwn URL,s3666, Unkonwn URL
p3,IACD,Firewall Unknown URL,no description,[],27,,StartEvent,Receive Unknown URL,s3668, Receive Unknown URL
p3,IACD,Firewall Unknown URL,no description,[],27,,Gateway,Seen Previously,s3669, Seen Previously
p3,IACD,Firewall Unknown URL,no description,[],27,,Gateway,Suspicious markers presnt,s3670, Suspicious markers presnt
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Increment seen count,s3671, Increment seen count
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Update seen count and timestamp,s3672, Update seen count and timestamp
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Add timestamped URL to seen list,s3674, Add timestamped URL to seen list
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Convert to URL,s3675, Convert to URL
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Submit URL reputation,s3676, Submit URL reputation
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Format URL results,s3677, Format URL results
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Submit URL detonation,s3679, Submit URL detonation
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Get detonation results,s3680, Get detonation results
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Format detonation results,s3681, Format detonation results
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Format Email,s3682, Format Email
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Extract domain or IP,s3683, Extract domain or IP
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Get WHOIS,s3686, Get WHOIS
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Format IP Results,s3687, Format IP Results
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Format WHOIS results,s3688, Format WHOIS results
p3,IACD,Firewall Unknown URL,no description,[],27,,Activity,Format domain results,s3689, Format domain results
p4,IACD,Malware Detection Response,no description,[],22,,Activity,Lookup recipient addresses from SIEM,s3698, Lookup recipient addresses from SIEM
p4,IACD,Malware Detection Response,no description,[],22,,Activity,Get destination user from SIEM,s3699, Get destination user from SIEM
p4,IACD,Malware Detection Response,no description,[],22,,Activity,Extract source domain,s3701, Extract source domain
p4,IACD,Malware Detection Response,no description,[],22,,Activity,Lookup source domain information,s3702, Lookup source domain information
p4,IACD,Malware Detection Response,no description,[],22,,Activity,Format callback IPs,s3703, Format callback IPs
p4,IACD,Malware Detection Response,no description,[],22,,Activity,WHOIS information for external address,s3704, WHOIS information for external address
p4,IACD,Malware Detection Response,no description,[],22,,Activity,Query SIEM for username,s3705, Query SIEM for username
p4,IACD,Malware Detection Response,no description,[],22,,Activity,Format malware information,s3709, Format malware information
p4,IACD,Malware Detection Response,no description,[],22,,Gateway,Inspect inbox,s3711, Inspect inbox
p4,IACD,Malware Detection Response,no description,[],22,,Gateway,Query Successful,s3712, Query Successful
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,StartEvent,New File on Network,s3717, New File on Network
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Open Ticket,s3718, Open Ticket
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,"Request File Name, Hash, Approval Status",s3719," Request File Name, Hash, Approval Status"
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Request File,s3720, Request File
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Hash Reputation Check,s3721, Hash Reputation Check
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Detonate File and Gather Indicators,s3722, Detonate File and Gather Indicators
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Software Publisher Reputation Check,s3723, Software Publisher Reputation Check
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,IP Addresses Accessed,s3724, IP Addresses Accessed
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,URLs Accessed,s3725, URLs Accessed
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Dropped File Hashes,s3726, Dropped File Hashes
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,IP Reputation Check,s3727, IP Reputation Check
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,URL Reputation Check,s3728, URL Reputation Check
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Update DB with Reputation Information,s3730, Update DB with Reputation Information
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Get Indicators from Dynamic Analysis,s3731, Get Indicators from Dynamic Analysis
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Gateway,Suspicious Markers,s3733, Suspicious Markers
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Notify Analyst,s3734, Notify Analyst
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Close Ticket,s3736, Close Ticket
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Activity,Select Mitigations,s3737, Select Mitigations
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Event,DB Updated with Reputations,s3738, DB Updated with Reputations
p5,IACD,Notification of New Potentially Malicous File On Network,no description,[],23,,Event,Mitigation Actions,s3739, Mitigation Actions
p6,IACD,Rogue Alert,no description,[],15,,Activity,Perform port scan and OS detection of IP,s3741, Perform port scan and OS detection of IP
p6,IACD,Rogue Alert,no description,[],15,,Activity,Add to blocklist,s3744, Add to blocklist
p6,IACD,Rogue Alert,no description,[],15,,Activity,Update case as duplicate,s3745, Update case as duplicate
p6,IACD,Rogue Alert,no description,[],15,,Activity,Remove from blocklist,s3746, Remove from blocklist
p6,IACD,Rogue Alert,no description,[],15,,Activity,Write blocklist to file,s3747, Write blocklist to file
p6,IACD,Rogue Alert,no description,[],15,,Activity,Format Report,s3748, Format Report
p6,IACD,Rogue Alert,no description,[],15,,Gateway,Username available,s3749, Username available
p6,IACD,Rogue Alert,no description,[],15,,Gateway,IP in blocklist,s3750, IP in blocklist
p6,IACD,Rogue Alert,no description,[],15,,Activity,Wait for analyst input,s3753, Wait for analyst input
p6,IACD,Rogue Alert,no description,[],15,,Activity,Email report to Watch Floor,s3754, Email report to Watch Floor
p7,IACD,Suspicious Email,no description,[],14,,StartEvent,Receive Email IOC,s3755, Receive Email IOC
p7,IACD,Suspicious Email,no description,[],14,,Activity,Extraction of embedded URLs,s3758, Extraction of embedded URLs
p7,IACD,Suspicious Email,no description,[],14,,Activity,Remove whitelisted URLs,s3759, Remove whitelisted URLs
p7,IACD,Suspicious Email,no description,[],14,,Activity,Submit URLs for reputation reporting,s3760, Submit URLs for reputation reporting
p7,IACD,Suspicious Email,no description,[],14,,Activity,Format URL and file results,s3761, Format URL and file results
p7,IACD,Suspicious Email,no description,[],14,,Activity,Generate hashes of attachments,s3762, Generate hashes of attachments
p7,IACD,Suspicious Email,no description,[],14,,Activity,Submit hashes for reputation reporting,s3763, Submit hashes for reputation reporting
p7,IACD,Suspicious Email,no description,[],14,,Activity,Submit attachments for detonation,s3764, Submit attachments for detonation
p7,IACD,Suspicious Email,no description,[],14,,Gateway,Malicious markers present,s3765, Malicious markers present
p7,IACD,Suspicious Email,no description,[],14,,Activity,Email recipient email non-malicious,s3766, Email recipient email non-malicious
p7,IACD,Suspicious Email,no description,[],14,,Activity,Email recipient and analyst email malicious,s3767, Email recipient and analyst email malicious
p8,IACD,Threat Feed to Blocklist,no description,[],13,,StartEvent,Receive threat feed,s3769, Receive threat feed
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Update case,s3770, Update case
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Populate form,s3771, Populate form
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Format IPs,s3773, Format IPs
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Format URLs,s3774, Format URLs
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Format domains,s3775, Format domains
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Append domain blocklist,s3776, Append domain blocklist
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Append IP blocklist,s3777, Append IP blocklist
p8,IACD,Threat Feed to Blocklist,no description,[],13,,Activity,Append URL blocklist,s3778, Append URL blocklist
p9,IACD,Virus Alert,no description,[],7,,StartEvent,Receive virus alert,s3782, Receive virus alert
p9,IACD,Virus Alert,no description,[],7,,Gateway,Username in alert,s3783, Username in alert
p9,IACD,Virus Alert,no description,[],7,,Activity,Email watch floor available information,s3787, Email watch floor available information
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,  Start  Node,s3789, Start  Node
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,filter for unknown,s3790, filter for unknown
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,Output,s3791, Output
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,expand results Child1,s3792, expand results Child1
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,Zscaler,,Lookup URL/ IP,s3793,Zscaler Lookup URL/ IP
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,Zscaler,,Add URL/ IP to Blacklist,s3794,Zscaler Add URL/ IP to Blacklist
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,Zscaler,,Remove URL/ IP from Blacklist,s3795,Zscaler Remove URL/ IP from Blacklist
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,on the list already,s3796, on the list already
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,get url category list,s3797, get url category list
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,get zscaler results,s3798, get zscaler results
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,,,key fields,s3799, key fields
p1,LogicHub,Anomali with ZScaler: Threat Intel Orchestration,no description,[],12,Anomali,,Get Intelligence,s3800,Anomali Get Intelligence
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Ensure final fields,s3801, Ensure final fields
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Extract  JSON from log,s3802, Extract  JSON from log
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Normalize fields,s3803, Normalize fields
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Ensure  Output  Fields,s3804, Ensure  Output  Fields
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Extract  JSON from raw,s3805, Extract  JSON from raw
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Ensure  Falco  Has  Raw  Columns,s3806, Ensure  Falco  Has  Raw  Columns
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Ensure  Raw  Log  Field,s3807, Ensure  Raw  Log  Field
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Extract  JSON from output fields,s3808, Extract  JSON from output fields
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Aggregate baseline output,s3809, Aggregate baseline output
p2,LogicHub,Baseline - Falco Alerts,no description,[],10,,,Falco,s3810, Falco
p3,LogicHub,Baseline - Palo Alto - High Risk or Remote Access Applications,no description,[],5,,,Load  List  Palo  Alto  Applications,s3811, Load  List  Palo  Alto  Applications
p3,LogicHub,Baseline - Palo Alto - High Risk or Remote Access Applications,no description,[],5,,,high risk or remote access sessions,s3812, high risk or remote access sessions
p3,LogicHub,Baseline - Palo Alto - High Risk or Remote Access Applications,no description,[],5,,,Palo  Alto  Allowed  External  Communications,s3813, Palo  Alto  Allowed  External  Communications
p3,LogicHub,Baseline - Palo Alto - High Risk or Remote Access Applications,no description,[],5,,,Join connections to risk,s3815, Join connections to risk
p4,LogicHub,Baseline - Unix_SUDO_Commands,no description,[],2,,,Unix  SUDO  Commands  Baseline,s3816, Unix  SUDO  Commands  Baseline
p4,LogicHub,Baseline - Unix_SUDO_Commands,no description,[],2,,,Baseline  SUDO  Commands  By  User,s3817, Baseline  SUDO  Commands  By  User
p5,LogicHub,case analysis,no description,[],14,Case Management,,Search Issues,s3819,Case Management Search Issues
p5,LogicHub,case analysis,no description,[],14,,,SQL operation,s3820, SQL operation
p5,LogicHub,case analysis,no description,[],14,,,first opened as parent,s3821, first opened as parent
p5,LogicHub,case analysis,no description,[],14,,,first opened as parent Child1,s3822, first opened as parent Child1
p5,LogicHub,case analysis,no description,[],14,,,first opened as parent Child1 Child1,s3823, first opened as parent Child1 Child1
p5,LogicHub,case analysis,no description,[],14,Case Management,,Link Cases,s3824,Case Management Link Cases
p5,LogicHub,case analysis,no description,[],14,,,Get  ID and  Title,s3825, Get  ID and  Title
p5,LogicHub,case analysis,no description,[],14,,,first opened as parent Child2,s3826, first opened as parent Child2
p5,LogicHub,case analysis,no description,[],14,,,filter for child cases,s3827, filter for child cases
p5,LogicHub,case analysis,no description,[],14,Case Management,,Append Comment,s3828,Case Management Append Comment
p5,LogicHub,case analysis,no description,[],14,,,append comment Child1,s3829, append comment Child1
p5,LogicHub,case analysis,no description,[],14,Case Management,,Update Case,s3830,Case Management Update Case
p6,LogicHub,Demo for IP Blacklisting,no description,[],6,,,Sample  Login  Events,s3833, Sample  Login  Events
p6,LogicHub,Demo for IP Blacklisting,no description,[],6,,,blacklisted ips,s3834, blacklisted ips
p6,LogicHub,Demo for IP Blacklisting,no description,[],6,,,bad login check,s3835, bad login check
p6,LogicHub,Demo for IP Blacklisting,no description,[],6,,,Filter  Login  Events from  Blacklisted  I Ps,s3836, Filter  Login  Events from  Blacklisted  I Ps
p6,LogicHub,Demo for IP Blacklisting,no description,[],6,SMTP,,Send Email,s3837,SMTP Send Email
p7,LogicHub,OOB Content - Authorized Activity Tracking with Spreadsheets,no description,[],11,,,Configure  Extract  JSON  Fields,s3839, Configure  Extract  JSON  Fields
p7,LogicHub,OOB Content - Authorized Activity Tracking with Spreadsheets,no description,[],11,,,lower node,s3840, lower node
p7,LogicHub,OOB Content - Authorized Activity Tracking with Spreadsheets,no description,[],11,,,operator join Tables,s3841, operator join Tables
p7,LogicHub,OOB Content - Authorized Activity Tracking with Spreadsheets,no description,[],11,,,Lower  Field,s3842, Lower  Field
p7,LogicHub,OOB Content - Authorized Activity Tracking with Spreadsheets,no description,[],11,,,Get  Data from  CSV or  Json  File,s3843, Get  Data from  CSV or  Json  File
